date,start_date,end_date,REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,OT,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS,YEAR_WEEK
2001-11-12,2001-11-12,2001-11-18,National,X,2001,46,1.90363,1.33993,693,X,811,862,X,142,2508,770,187174,2001-46
2001-11-19,2001-11-19,2001-11-25,National,X,2001,47,1.80556,1.47679,602,X,698,643,X,147,2090,764,141523,2001-47
2001-11-26,2001-11-26,2001-12-02,National,X,2001,48,1.75506,1.41042,638,X,877,866,X,185,2566,728,181932,2001-48
2001-12-03,2001-12-03,2001-12-09,National,X,2001,49,1.53023,1.26322,602,X,676,848,X,149,2275,762,180095,2001-49
2001-12-10,2001-12-10,2001-12-16,National,X,2001,50,1.46161,1.26864,666,X,570,780,X,153,2169,756,170971,2001-50
2001-12-17,2001-12-17,2001-12-23,National,X,2001,51,1.96048,1.53452,707,X,684,725,X,162,2278,696,148450,2001-51
2001-12-24,2001-12-24,2001-12-30,National,X,2001,52,2.20435,2.12774,719,X,718,656,X,172,2265,691,106451,2001-52
2001-12-31,2001-12-31,2002-01-06,National,X,2002,1,2.1348,1.94142,785,X,808,752,X,223,2568,728,132274,2002-1
2002-01-07,2002-01-07,2002-01-13,National,X,2002,2,1.89441,1.67397,837,X,869,969,X,200,2875,742,171747,2002-2
2002-01-14,2002-01-14,2002-01-20,National,X,2002,3,2.83109,2.06831,1067,X,948,1533,X,195,3743,749,180969,2002-3
2002-01-21,2002-01-21,2002-01-27,National,X,2002,4,3.30481,2.87301,1460,X,1156,2004,X,177,4797,728,166968,2002-4
2002-01-28,2002-01-28,2002-02-03,National,X,2002,5,3.61063,2.94909,1556,X,1415,2351,X,235,5557,729,188431,2002-5
2002-02-04,2002-02-04,2002-02-10,National,X,2002,6,3.42799,2.92857,1542,X,1478,2330,X,274,5624,728,192039,2002-6
2002-02-11,2002-02-11,2002-02-17,National,X,2002,7,3.76715,3.16382,1557,X,1573,2436,X,358,5924,712,187242,2002-7
2002-02-18,2002-02-18,2002-02-24,National,X,2002,8,3.60018,3.12121,1509,X,1544,2359,X,348,5760,708,184544,2002-8
2002-02-25,2002-02-25,2002-03-03,National,X,2002,9,3.20024,2.73515,1208,X,1529,1997,X,370,5104,707,186608,2002-9
2002-03-04,2002-03-04,2002-03-10,National,X,2002,10,2.92633,2.15302,848,X,1007,1558,X,218,3631,674,168647,2002-10
2002-03-11,2002-03-11,2002-03-17,National,X,2002,11,2.85857,1.92136,731,X,832,1252,X,162,2977,652,154942,2002-11
2002-03-18,2002-03-18,2002-03-24,National,X,2002,12,2.34745,1.62731,567,X,607,1092,X,151,2417,617,148527,2002-12
2002-03-25,2002-03-25,2002-03-31,National,X,2002,13,2.23498,1.46179,547,X,488,913,X,131,2079,582,142223,2002-13
2002-04-01,2002-04-01,2002-04-07,National,X,2002,14,1.99355,1.1937,397,X,449,692,X,117,1655,575,138645,2002-14
2002-04-08,2002-04-08,2002-04-14,National,X,2002,15,1.37168,0.895415,327,X,292,467,X,83,1169,551,130554,2002-15
2002-04-15,2002-04-15,2002-04-21,National,X,2002,16,1.27033,0.817901,247,X,262,442,X,67,1018,523,124465,2002-16
2002-04-22,2002-04-22,2002-04-28,National,X,2002,17,0.999331,0.705896,235,X,155,389,X,51,830,504,117581,2002-17
2002-04-29,2002-04-29,2002-05-05,National,X,2002,18,1.172,0.611215,209,X,147,269,X,47,672,475,109945,2002-18
2002-05-06,2002-05-06,2002-05-12,National,X,2002,19,1.03472,0.630622,169,X,156,302,X,46,673,458,106720,2002-19
2002-05-13,2002-05-13,2002-05-19,National,X,2002,20,0.703599,0.573579,159,X,142,236,X,39,576,449,100422,2002-20
2002-05-20,2002-05-20,2002-05-26,National,X,2002,21,0.0,0.0,0,0,0,0,0,0,0,0,0,2002-21
2002-05-27,2002-05-27,2002-06-02,National,X,2002,22,0.0,0.0,0,0,0,0,0,0,0,0,0,2002-22
2002-06-03,2002-06-03,2002-06-09,National,X,2002,23,0.0,0.0,0,0,0,0,0,0,0,0,0,2002-23
2002-06-10,2002-06-10,2002-06-16,National,X,2002,24,0.0,0.0,0,0,0,0,0,0,0,0,0,2002-24
2002-06-17,2002-06-17,2002-06-23,National,X,2002,25,0.0,0.0,0,0,0,0,0,0,0,0,0,2002-25
2002-06-24,2002-06-24,2002-06-30,National,X,2002,26,0.0,0.0,0,0,0,0,0,0,0,0,0,2002-26
2002-07-01,2002-07-01,2002-07-07,National,X,2002,27,0.0,0.0,0,0,0,0,0,0,0,0,0,2002-27
2002-07-08,2002-07-08,2002-07-14,National,X,2002,28,0.0,0.0,0,0,0,0,0,0,0,0,0,2002-28
2002-07-15,2002-07-15,2002-07-21,National,X,2002,29,0.0,0.0,0,0,0,0,0,0,0,0,0,2002-29
2002-07-22,2002-07-22,2002-07-28,National,X,2002,30,0.0,0.0,0,0,0,0,0,0,0,0,0,2002-30
2002-07-29,2002-07-29,2002-08-04,National,X,2002,31,0.0,0.0,0,0,0,0,0,0,0,0,0,2002-31
2002-08-05,2002-08-05,2002-08-11,National,X,2002,32,0.0,0.0,0,0,0,0,0,0,0,0,0,2002-32
2002-08-12,2002-08-12,2002-08-18,National,X,2002,33,0.0,0.0,0,0,0,0,0,0,0,0,0,2002-33
2002-08-19,2002-08-19,2002-08-25,National,X,2002,34,0.0,0.0,0,0,0,0,0,0,0,0,0,2002-34
2002-08-26,2002-08-26,2002-09-01,National,X,2002,35,0.0,0.0,0,0,0,0,0,0,0,0,0,2002-35
2002-09-02,2002-09-02,2002-09-08,National,X,2002,36,0.0,0.0,0,0,0,0,0,0,0,0,0,2002-36
2002-09-09,2002-09-09,2002-09-15,National,X,2002,37,0.0,0.0,0,0,0,0,0,0,0,0,0,2002-37
2002-09-16,2002-09-16,2002-09-22,National,X,2002,38,0.0,0.0,0,0,0,0,0,0,0,0,0,2002-38
2002-09-23,2002-09-23,2002-09-29,National,X,2002,39,0.0,0.0,0,0,0,0,0,0,0,0,0,2002-39
2002-09-30,2002-09-30,2002-10-06,National,X,2002,40,1.22262,1.16668,582,X,524,805,X,149,2060,754,176569,2002-40
2002-10-07,2002-10-07,2002-10-13,National,X,2002,41,1.33344,1.2165,683,X,585,872,X,127,2267,785,186355,2002-41
2002-10-14,2002-10-14,2002-10-20,National,X,2002,42,1.31929,1.13057,642,X,543,878,X,113,2176,831,192469,2002-42
2002-10-21,2002-10-21,2002-10-27,National,X,2002,43,1.49484,1.25246,728,X,672,1045,X,154,2599,863,207512,2002-43
2002-10-28,2002-10-28,2002-11-03,National,X,2002,44,1.47195,1.30237,823,X,741,1189,X,154,2907,909,223208,2002-44
2002-11-04,2002-11-04,2002-11-10,National,X,2002,45,1.58094,1.40551,887,X,886,1272,X,180,3225,930,229454,2002-45
2002-11-11,2002-11-11,2002-11-17,National,X,2002,46,1.49426,1.38437,851,X,898,1173,X,175,3097,923,223712,2002-46
2002-11-18,2002-11-18,2002-11-24,National,X,2002,47,1.40569,1.32563,802,X,817,1166,X,182,2967,922,223818,2002-47
2002-11-25,2002-11-25,2002-12-01,National,X,2002,48,1.6141,1.43475,834,X,711,978,X,186,2709,918,188814,2002-48
2002-12-02,2002-12-02,2002-12-08,National,X,2002,49,1.45967,1.25433,857,X,869,1117,X,206,3049,937,243078,2002-49
2002-12-09,2002-12-09,2002-12-15,National,X,2002,50,1.59896,1.25757,804,X,792,1179,X,182,2957,928,235136,2002-50
2002-12-16,2002-12-16,2002-12-22,National,X,2002,51,2.16697,1.58017,951,X,849,1404,X,212,3416,908,216179,2002-51
2002-12-23,2002-12-23,2002-12-29,National,X,2002,52,2.57842,1.98008,915,X,828,937,X,177,2857,865,144287,2002-52
2002-12-30,2002-12-30,2003-01-05,National,X,2003,1,2.38636,1.90428,1028,X,962,1019,X,251,3260,879,171193,2003-1
2003-01-06,2003-01-06,2003-01-12,National,X,2003,2,1.73621,1.5901,1068,X,1091,1296,X,274,3729,926,234513,2003-2
2003-01-13,2003-01-13,2003-01-19,National,X,2003,3,2.06296,1.81559,1154,X,1011,1798,X,241,4204,902,231550,2003-3
2003-01-20,2003-01-20,2003-01-26,National,X,2003,4,2.58113,2.41801,1373,X,1104,2998,X,221,5696,927,235566,2003-4
2003-01-27,2003-01-27,2003-02-02,National,X,2003,5,2.93909,2.86635,1411,X,1322,4064,X,282,7079,884,246969,2003-5
2003-02-03,2003-02-03,2003-02-09,National,X,2003,6,3.22539,3.16662,1606,X,1421,4447,X,308,7782,889,245751,2003-6
2003-02-10,2003-02-10,2003-02-16,National,X,2003,7,3.06982,3.0155,1568,X,1566,4224,X,291,7649,903,253656,2003-7
2003-02-17,2003-02-17,2003-02-23,National,X,2003,8,3.20044,2.9978,1694,X,1537,3689,X,308,7228,871,241110,2003-8
2003-02-24,2003-02-24,2003-03-02,National,X,2003,9,2.44888,2.31957,1336,X,1400,2583,X,287,5606,857,241683,2003-9
2003-03-03,2003-03-03,2003-03-09,National,X,2003,10,2.1344,1.94707,1015,X,1085,2103,X,247,4450,839,228549,2003-10
2003-03-10,2003-03-10,2003-03-16,National,X,2003,11,1.99866,1.72985,880,X,987,1669,X,274,3810,835,220250,2003-11
2003-03-17,2003-03-17,2003-03-23,National,X,2003,12,1.93849,1.51837,737,X,773,1321,X,156,2987,795,196724,2003-12
2003-03-24,2003-03-24,2003-03-30,National,X,2003,13,1.41293,1.22616,624,X,640,1016,X,159,2439,775,198913,2003-13
2003-03-31,2003-03-31,2003-04-06,National,X,2003,14,1.23472,1.05433,506,X,541,846,X,135,2028,741,192349,2003-14
2003-04-07,2003-04-07,2003-04-13,National,X,2003,15,1.20005,1.07108,569,X,551,799,X,163,2082,735,194383,2003-15
2003-04-14,2003-04-14,2003-04-20,National,X,2003,16,0.910135,0.82612,440,X,382,539,X,106,1467,669,177577,2003-16
2003-04-21,2003-04-21,2003-04-27,National,X,2003,17,0.932265,0.820505,429,X,394,508,X,114,1445,682,176111,2003-17
2003-04-28,2003-04-28,2003-05-04,National,X,2003,18,0.692175,0.630846,275,X,272,444,X,84,1075,655,170406,2003-18
2003-05-05,2003-05-05,2003-05-11,National,X,2003,19,0.669406,0.63935,215,X,245,471,X,74,1005,613,157191,2003-19
2003-05-12,2003-05-12,2003-05-18,National,X,2003,20,0.727705,0.586609,248,X,235,283,X,70,836,547,142514,2003-20
2003-05-19,2003-05-19,2003-05-25,National,X,2003,21,0.717701,0.773024,264,X,169,262,X,45,740,406,95728,2003-21
2003-05-26,2003-05-26,2003-06-01,National,X,2003,22,0.789394,0.790743,213,X,179,205,X,44,641,393,81063,2003-22
2003-06-02,2003-06-02,2003-06-08,National,X,2003,23,0.722129,0.711847,201,X,133,195,X,34,563,344,79090,2003-23
2003-06-09,2003-06-09,2003-06-15,National,X,2003,24,0.591326,0.794637,198,X,180,187,X,55,620,341,78023,2003-24
2003-06-16,2003-06-16,2003-06-22,National,X,2003,25,0.52307,0.586604,139,X,127,123,X,34,423,322,72110,2003-25
2003-06-23,2003-06-23,2003-06-29,National,X,2003,26,0.450236,0.615982,122,X,163,124,X,32,441,322,71593,2003-26
2003-06-30,2003-06-30,2003-07-06,National,X,2003,27,0.397421,0.491507,109,X,94,91,X,24,318,310,64699,2003-27
2003-07-07,2003-07-07,2003-07-13,National,X,2003,28,0.448002,0.604341,137,X,120,141,X,43,441,308,72972,2003-28
2003-07-14,2003-07-14,2003-07-20,National,X,2003,29,0.474767,0.524478,98,X,116,98,X,53,365,301,69593,2003-29
2003-07-21,2003-07-21,2003-07-27,National,X,2003,30,0.453251,0.590692,112,X,121,139,X,48,420,302,71103,2003-30
2003-07-28,2003-07-28,2003-08-03,National,X,2003,31,0.352158,0.505135,100,X,102,120,X,39,361,290,71466,2003-31
2003-08-04,2003-08-04,2003-08-10,National,X,2003,32,0.525322,0.634271,136,X,136,125,X,46,443,295,69844,2003-32
2003-08-11,2003-08-11,2003-08-17,National,X,2003,33,0.492991,0.610118,120,X,133,131,X,37,421,283,69003,2003-33
2003-08-18,2003-08-18,2003-08-24,National,X,2003,34,0.542728,0.641227,159,X,120,144,X,27,450,277,70178,2003-34
2003-08-25,2003-08-25,2003-08-31,National,X,2003,35,0.490347,0.661429,166,X,112,155,X,30,463,276,70000,2003-35
2003-09-01,2003-09-01,2003-09-07,National,X,2003,36,0.735914,0.792681,177,X,124,182,X,36,519,271,65474,2003-36
2003-09-08,2003-09-08,2003-09-14,National,X,2003,37,0.581771,0.639059,145,X,122,184,X,24,475,267,74328,2003-37
2003-09-15,2003-09-15,2003-09-21,National,X,2003,38,0.654162,0.636732,136,X,116,183,X,26,461,264,72401,2003-38
2003-09-22,2003-09-22,2003-09-28,National,X,2003,39,0.749504,0.747829,135,X,143,221,X,34,533,268,71273,2003-39
2003-09-29,2003-09-29,2003-10-05,National,X,2003,40,0.884021,0.960873,808,X,607,881,X,146,2442,830,254144,2003-40
2003-10-06,2003-10-06,2003-10-12,National,X,2003,41,1.02773,1.04325,913,X,696,1132,X,191,2932,931,281045,2003-41
2003-10-13,2003-10-13,2003-10-19,National,X,2003,42,1.28296,1.0545,878,X,811,1147,X,195,3031,974,287436,2003-42
2003-10-20,2003-10-20,2003-10-26,National,X,2003,43,1.32661,1.11231,1006,X,884,1369,X,216,3475,1007,312412,2003-43
2003-10-27,2003-10-27,2003-11-02,National,X,2003,44,1.77304,1.41274,1207,X,1127,2080,X,276,4690,1074,331980,2003-44
2003-11-03,2003-11-03,2003-11-09,National,X,2003,45,2.43814,1.72703,1542,X,1249,2735,X,264,5790,1111,335258,2003-45
2003-11-10,2003-11-10,2003-11-16,National,X,2003,46,2.72605,2.407,2185,X,1757,4133,X,310,8385,1141,348359,2003-46
2003-11-17,2003-11-17,2003-11-23,National,X,2003,47,3.73192,3.10962,2561,X,2425,5684,X,471,11141,1129,358275,2003-47
2003-11-24,2003-11-24,2003-11-30,National,X,2003,48,4.54894,4.30779,3247,X,2890,4933,X,672,11742,1118,272576,2003-48
2003-12-01,2003-12-01,2003-12-07,National,X,2003,49,5.39906,4.8303,4734,X,5330,7817,X,1067,18948,1189,392274,2003-49
2003-12-08,2003-12-08,2003-12-14,National,X,2003,50,7.38735,6.42905,6620,X,5573,11550,X,1219,24962,1173,388269,2003-50
2003-12-15,2003-12-15,2003-12-21,National,X,2003,51,7.48097,6.86734,6434,X,5906,9851,X,1508,23699,1148,345097,2003-51
2003-12-22,2003-12-22,2003-12-28,National,X,2003,52,7.62797,7.06496,5336,X,4517,5231,X,1331,16415,1122,232344,2003-52
2003-12-29,2003-12-29,2004-01-04,National,X,2003,53,5.14051,4.55115,3391,X,3827,2894,X,1220,11332,1139,248992,2003-53
2003-12-29,2003-12-29,2004-01-04,National,X,2004,1,2.89129,2.41833,1930,X,2605,2299,X,768,7602,1160,314349,2004-1
2004-01-05,2004-01-05,2004-01-11,National,X,2004,2,2.10429,1.80906,1679,X,1586,1857,X,461,5583,1141,308614,2004-2
2004-01-12,2004-01-12,2004-01-18,National,X,2004,3,1.88696,1.71202,1721,X,1276,1604,X,360,4961,1084,289774,2004-3
2004-01-19,2004-01-19,2004-01-25,National,X,2004,4,1.7766,1.5425,1487,X,1067,1543,X,339,4436,1071,287586,2004-4
2004-01-26,2004-01-26,2004-02-01,National,X,2004,5,1.46001,1.43787,1454,X,1047,1448,X,302,4251,1054,295646,2004-5
2004-02-02,2004-02-02,2004-02-08,National,X,2004,6,1.37787,1.32427,1420,X,889,1297,X,218,3824,986,288762,2004-6
2004-02-09,2004-02-09,2004-02-15,National,X,2004,7,1.30532,1.30726,1301,X,876,1255,X,259,3691,1004,282347,2004-7
2004-02-16,2004-02-16,2004-02-22,National,X,2004,8,1.08691,1.03698,956,X,719,1038,X,203,2916,948,281202,2004-8
2004-02-23,2004-02-23,2004-02-29,National,X,2004,9,0.991888,1.01032,925,X,682,910,X,227,2744,894,271597,2004-9
2004-03-01,2004-03-01,2004-03-07,National,X,2004,10,1.02765,1.05249,878,X,764,888,X,178,2708,897,257294,2004-10
2004-03-08,2004-03-08,2004-03-14,National,X,2004,11,1.0579,1.02009,730,X,756,826,X,175,2487,849,243802,2004-11
2004-03-15,2004-03-15,2004-03-21,National,X,2004,12,0.849361,0.924419,760,X,628,733,X,179,2300,859,248805,2004-12
2004-03-22,2004-03-22,2004-03-28,National,X,2004,13,0.747127,0.790645,610,X,495,611,X,142,1858,828,234998,2004-13
2004-03-29,2004-03-29,2004-04-04,National,X,2004,14,0.661708,0.80261,583,X,440,566,X,116,1705,774,212432,2004-14
2004-04-05,2004-04-05,2004-04-11,National,X,2004,15,0.679514,0.83613,545,X,500,573,X,131,1749,755,209178,2004-15
2004-04-12,2004-04-12,2004-04-18,National,X,2004,16,0.633071,0.792436,501,X,461,511,X,142,1615,679,203802,2004-16
2004-04-19,2004-04-19,2004-04-25,National,X,2004,17,0.569894,0.683588,470,X,349,404,X,108,1331,658,194708,2004-17
2004-04-26,2004-04-26,2004-05-02,National,X,2004,18,0.591357,0.757452,435,X,383,491,X,85,1394,629,184038,2004-18
2004-05-03,2004-05-03,2004-05-09,National,X,2004,19,0.589044,0.788585,449,X,361,443,X,74,1327,599,168276,2004-19
2004-05-10,2004-05-10,2004-05-16,National,X,2004,20,0.67864,0.812171,451,X,337,380,X,94,1262,553,155386,2004-20
2004-05-17,2004-05-17,2004-05-23,National,X,2004,21,0.637558,0.804463,375,X,280,349,X,66,1070,463,133008,2004-21
2004-05-24,2004-05-24,2004-05-30,National,X,2004,22,0.813309,0.877701,391,X,289,308,X,73,1061,452,120884,2004-22
2004-05-31,2004-05-31,2004-06-06,National,X,2004,23,0.834551,0.741453,355,X,257,309,X,66,987,443,133117,2004-23
2004-06-07,2004-06-07,2004-06-13,National,X,2004,24,0.616174,0.661022,307,X,258,240,X,46,851,426,128740,2004-24
2004-06-14,2004-06-14,2004-06-20,National,X,2004,25,0.513286,0.715109,277,X,245,284,X,81,887,423,124037,2004-25
2004-06-21,2004-06-21,2004-06-27,National,X,2004,26,0.351881,0.562241,238,X,215,183,X,62,698,408,124146,2004-26
2004-06-28,2004-06-28,2004-07-04,National,X,2004,27,0.542621,0.786808,233,X,210,205,X,62,710,381,90238,2004-27
2004-07-05,2004-07-05,2004-07-11,National,X,2004,28,0.581036,0.860658,249,X,227,280,X,80,836,378,97135,2004-28
2004-07-12,2004-07-12,2004-07-18,National,X,2004,29,0.495486,0.689944,259,X,162,200,X,38,659,370,95515,2004-29
2004-07-19,2004-07-19,2004-07-25,National,X,2004,30,0.61209,0.779691,260,X,189,230,X,40,719,363,92216,2004-30
2004-07-26,2004-07-26,2004-08-01,National,X,2004,31,0.531491,0.628144,213,X,225,235,X,60,733,345,116693,2004-31
2004-08-02,2004-08-02,2004-08-08,National,X,2004,32,0.519987,0.902459,243,X,247,256,X,63,809,334,89644,2004-32
2004-08-09,2004-08-09,2004-08-15,National,X,2004,33,0.574476,0.806443,256,X,200,256,X,58,770,335,95481,2004-33
2004-08-16,2004-08-16,2004-08-22,National,X,2004,34,0.663175,0.874888,259,X,231,265,X,44,799,333,91326,2004-34
2004-08-23,2004-08-23,2004-08-29,National,X,2004,35,0.614691,0.993213,279,X,252,358,X,71,960,326,96656,2004-35
2004-08-30,2004-08-30,2004-09-05,National,X,2004,36,0.656823,0.876141,281,X,263,309,X,60,913,337,104207,2004-36
2004-09-06,2004-09-06,2004-09-12,National,X,2004,37,0.723016,0.948092,342,X,299,413,X,68,1122,341,118343,2004-37
2004-09-13,2004-09-13,2004-09-19,National,X,2004,38,0.691857,0.926943,322,X,268,416,X,83,1089,336,117483,2004-38
2004-09-20,2004-09-20,2004-09-26,National,X,2004,39,0.782758,0.971643,333,X,319,382,X,82,1116,364,114857,2004-39
2004-09-27,2004-09-27,2004-10-03,National,X,2004,40,0.982275,0.897159,877,X,853,1256,X,185,3171,1176,353449,2004-40
2004-10-04,2004-10-04,2004-10-10,National,X,2004,41,1.01821,1.02248,1071,X,971,1373,X,216,3631,1187,355116,2004-41
2004-10-11,2004-10-11,2004-10-17,National,X,2004,42,1.1768,1.06296,1240,X,1019,1534,X,226,4019,1267,378094,2004-42
2004-10-18,2004-10-18,2004-10-24,National,X,2004,43,1.30121,1.14696,1190,X,1223,1671,X,285,4369,1293,380921,2004-43
2004-10-25,2004-10-25,2004-10-31,National,X,2004,44,1.27746,1.20495,1327,X,1215,1718,X,291,4551,1302,377692,2004-44
2004-11-01,2004-11-01,2004-11-07,National,X,2004,45,1.40387,1.30517,1497,X,1279,1874,X,319,4969,1344,380718,2004-45
2004-11-08,2004-11-08,2004-11-14,National,X,2004,46,1.40301,1.28699,1531,X,1279,1874,X,299,4983,1336,387182,2004-46
2004-11-15,2004-11-15,2004-11-21,National,X,2004,47,1.73975,1.59468,1490,X,1274,1678,X,271,4713,1341,295546,2004-47
2004-11-22,2004-11-22,2004-11-28,National,X,2004,48,1.56894,1.39714,1538,X,1434,2059,X,376,5407,1369,387004,2004-48
2004-11-29,2004-11-29,2004-12-05,National,X,2004,49,1.65927,1.44996,1551,X,1450,2052,X,375,5428,1346,374356,2004-49
2004-12-06,2004-12-06,2004-12-12,National,X,2004,50,1.81341,1.61745,1670,X,1643,2071,X,371,5755,1379,355806,2004-50
2004-12-13,2004-12-13,2004-12-19,National,X,2004,51,2.37626,2.19112,1856,X,1608,1807,X,418,5689,1288,259639,2004-51
2004-12-20,2004-12-20,2004-12-26,National,X,2004,52,2.77052,2.56649,2252,X,2413,1993,X,621,7279,1332,283617,2004-52
2004-12-27,2004-12-27,2005-01-02,National,X,2005,1,2.40064,2.17645,2010,X,2869,2450,X,712,8041,1383,369455,2005-1
2005-01-03,2005-01-03,2005-01-09,National,X,2005,2,2.54155,2.20171,2188,X,2542,2982,X,611,8323,1342,378024,2005-2
2005-01-10,2005-01-10,2005-01-16,National,X,2005,3,2.85871,2.53012,2199,X,2839,3682,X,608,9328,1348,368678,2005-3
2005-01-17,2005-01-17,2005-01-23,National,X,2005,4,3.55011,3.06524,2747,X,3586,5364,X,725,12422,1334,405254,2005-4
2005-01-24,2005-01-24,2005-01-30,National,X,2005,5,4.58591,3.98061,3086,X,4498,7650,X,958,16192,1303,406772,2005-5
2005-01-31,2005-01-31,2005-02-06,National,X,2005,6,5.05809,4.59568,3626,X,5757,8854,X,1132,19369,1324,421461,2005-6
2005-02-07,2005-02-07,2005-02-13,National,X,2005,7,5.44151,4.75197,3834,X,6515,8400,X,1182,19931,1330,419426,2005-7
2005-02-14,2005-02-14,2005-02-20,National,X,2005,8,4.4729,4.17962,3720,X,5125,6759,X,1026,16630,1280,397883,2005-8
2005-02-21,2005-02-21,2005-02-27,National,X,2005,9,3.6752,3.45359,2997,X,4058,5343,X,836,13234,1268,383196,2005-9
2005-02-28,2005-02-28,2005-03-06,National,X,2005,10,3.3353,3.15852,2728,X,3634,4494,X,745,11601,1227,367292,2005-10
2005-03-07,2005-03-07,2005-03-13,National,X,2005,11,2.76224,2.6732,2416,X,2969,3513,X,604,9502,1185,355454,2005-11
2005-03-14,2005-03-14,2005-03-20,National,X,2005,12,2.46844,2.35161,2145,X,2434,2771,X,550,7900,1148,335940,2005-12
2005-03-21,2005-03-21,2005-03-27,National,X,2005,13,2.00081,1.89243,1827,X,1979,2133,X,390,6329,1103,334438,2005-13
2005-03-28,2005-03-28,2005-04-03,National,X,2005,14,1.54319,1.5249,1422,X,1327,1737,X,330,4816,1048,315823,2005-14
2005-04-04,2005-04-04,2005-04-10,National,X,2005,15,1.50195,1.41134,1356,X,1169,1603,X,317,4445,1000,314948,2005-15
2005-04-11,2005-04-11,2005-04-17,National,X,2005,16,1.22918,1.25068,1096,X,954,1469,X,306,3825,978,305833,2005-16
2005-04-18,2005-04-18,2005-04-24,National,X,2005,17,1.21854,1.20702,1117,X,894,1411,X,224,3646,971,302065,2005-17
2005-04-25,2005-04-25,2005-05-01,National,X,2005,18,1.15832,1.07895,903,X,762,1136,X,189,2990,923,277120,2005-18
2005-05-02,2005-05-02,2005-05-08,National,X,2005,19,1.249,1.14521,979,X,710,1115,X,208,3012,878,263009,2005-19
2005-05-09,2005-05-09,2005-05-15,National,X,2005,20,1.16888,1.06124,805,X,600,926,X,200,2531,825,238494,2005-20
2005-05-16,2005-05-16,2005-05-22,National,X,2005,21,1.07888,1.0568,687,X,518,695,X,156,2056,687,194550,2005-21
2005-05-23,2005-05-23,2005-05-29,National,X,2005,22,1.23059,1.25193,693,X,568,678,X,160,2099,637,167661,2005-22
2005-05-30,2005-05-30,2005-06-05,National,X,2005,23,1.14747,1.01419,548,X,462,594,X,140,1744,603,171960,2005-23
2005-06-06,2005-06-06,2005-06-12,National,X,2005,24,1.00254,1.04197,573,X,409,507,X,125,1614,582,154899,2005-24
2005-06-13,2005-06-13,2005-06-19,National,X,2005,25,0.957569,0.954027,580,X,431,507,X,110,1628,587,170645,2005-25
2005-06-20,2005-06-20,2005-06-26,National,X,2005,26,0.894837,0.84823,497,X,326,452,X,84,1359,550,160216,2005-26
2005-06-27,2005-06-27,2005-07-03,National,X,2005,27,0.798205,0.841872,426,X,313,390,X,69,1198,533,142302,2005-27
2005-07-04,2005-07-04,2005-07-10,National,X,2005,28,0.757812,0.730894,389,X,323,361,X,75,1148,524,157068,2005-28
2005-07-11,2005-07-11,2005-07-17,National,X,2005,29,0.825963,0.713432,333,X,303,364,X,68,1068,507,149699,2005-29
2005-07-18,2005-07-18,2005-07-24,National,X,2005,30,0.744927,0.670677,328,X,279,327,X,56,990,492,147612,2005-30
2005-07-25,2005-07-25,2005-07-31,National,X,2005,31,0.787049,0.689278,331,X,267,326,X,58,982,488,142468,2005-31
2005-08-01,2005-08-01,2005-08-07,National,X,2005,32,0.684724,0.704929,319,X,297,350,X,57,1023,479,145121,2005-32
2005-08-08,2005-08-08,2005-08-14,National,X,2005,33,0.747361,0.615903,330,X,225,326,X,47,928,480,150673,2005-33
2005-08-15,2005-08-15,2005-08-21,National,X,2005,34,0.673974,0.609426,292,X,265,311,X,54,922,428,151290,2005-34
2005-08-22,2005-08-22,2005-08-28,National,X,2005,35,0.869662,0.680259,342,X,273,367,X,51,1033,420,151854,2005-35
2005-08-29,2005-08-29,2005-09-04,National,X,2005,36,0.899529,0.775488,338,X,264,396,X,63,1061,416,136817,2005-36
2005-09-05,2005-09-05,2005-09-11,National,X,2005,37,0.854635,0.683421,302,X,289,383,X,52,1026,408,150127,2005-37
2005-09-12,2005-09-12,2005-09-18,National,X,2005,38,1.01123,0.781075,368,X,285,516,X,50,1219,419,156067,2005-38
2005-09-19,2005-09-19,2005-09-25,National,X,2005,39,0.977808,0.806943,381,X,276,484,X,63,1204,447,149205,2005-39
2005-09-26,2005-09-26,2005-10-02,National,X,2005,40,1.17778,1.07635,1172,X,924,1256,X,234,3586,1113,333164,2005-40
2005-10-03,2005-10-03,2005-10-09,National,X,2005,41,1.21947,1.05869,1285,X,853,1247,X,197,3582,1160,338343,2005-41
2005-10-10,2005-10-10,2005-10-16,National,X,2005,42,1.3069,1.11523,1393,X,992,1525,X,212,4122,1216,369609,2005-42
2005-10-17,2005-10-17,2005-10-23,National,X,2005,43,1.33931,1.12381,1439,X,997,1599,X,213,4248,1237,377999,2005-43
2005-10-24,2005-10-24,2005-10-30,National,X,2005,44,1.58374,1.25489,1639,X,1190,1894,X,282,5005,1280,398840,2005-44
2005-10-31,2005-10-31,2005-11-06,National,X,2005,45,1.47072,1.33661,1563,X,1251,1929,X,295,5038,1272,376924,2005-45
2005-11-07,2005-11-07,2005-11-13,National,X,2005,46,1.6112,1.37864,1679,X,1331,1951,X,315,5276,1277,382697,2005-46
